namespace,key,category,description,locked,vi-VN,en-US
x2.resident_app,auth.enter_6_digit_otp,auth,"Label above the 6-digit OTP input",False,"Nhập mã OTP gồm 6 chữ số","Enter the 6-digit OTP"
x2.resident_app,auth.code_expires_in,auth,"Countdown label prefix before the mm:ss timer",False,"Mã sẽ hết hạn sau","Code expires in"
x2.resident_app,auth.otp_expired,auth,"Shown when the OTP countdown reaches zero",False,"Mã OTP đã hết hạn","The OTP has expired"
x2.resident_app,auth.change_email,auth,"Change email link on the OTP screen",False,"Đổi email","Change email"
x2.resident_app,auth.otp_check_spam,auth,"Info hint to check the spam folder",False,"Không thấy email? Kiểm tra hộp thư rác (spam) hoặc bấm ""Gửi lại mã"".","Didn't get the email? Check your spam folder or tap ""Resend code""."
x2.resident_app,auth.otp_next_step,auth,"Info hint about the next step after OTP",False,"Sau bước này bạn có thể tiếp tục đăng ký cư dân","After this step you can continue registering as a resident"
x2.resident_app,auth.confirm_otp,auth,"Confirm OTP primary button",False,"Xác nhận OTP","Confirm OTP"
x2.resident_app,auth.otp_security_title,auth,"OTP security benefit card title",False,"Bảo mật OTP","OTP security"
x2.resident_app,auth.otp_security_line1,auth,"OTP security benefit line 1",False,"Mã chỉ gửi tới email bạn đã đăng ký với X2-BMS.","The code is only sent to the email you registered with X2-BMS."
x2.resident_app,auth.otp_security_line2,auth,"OTP security benefit line 2",False,"Mã có hiệu lực trong thời gian ngắn rồi tự hết hạn.","The code is valid for a short time and then expires."
x2.resident_app,auth.otp_security_line3,auth,"OTP security benefit line 3",False,"Không chia sẻ mã cho bất kỳ ai, kể cả nhân viên BQL.","Never share the code with anyone, including building management staff."
x2.resident_app,auth.validation_name_required,auth,"Register validation: full name required",False,"Vui lòng nhập họ tên.","Please enter your full name."
x2.resident_app,auth.validation_email_invalid,auth,"Validation: invalid email address",False,"Email không hợp lệ.","Invalid email address."
x2.resident_app,auth.validation_password_min,auth,"Validation: password too short",False,"Mật khẩu tối thiểu 8 ký tự.","Password must be at least 8 characters."
x2.resident_app,auth.validation_consent_required,auth,"Validation: must accept terms and policy",False,"Vui lòng đồng ý Điều khoản & Chính sách.","Please accept the Terms & Policy."
x2.resident_app,auth.validation_otp_required,auth,"Validation: OTP required",False,"Vui lòng nhập mã OTP.","Please enter the OTP."
x2.resident_app,auth.register_subtitle,auth,"Register screen hero subtitle",False,"Tạo tài khoản để kết nối cư dân – căn hộ – tiện ích","Create an account to connect residents, homes and amenities"
x2.resident_app,auth.full_name,auth,"Full name field hint",False,"Họ và tên","Full name"
x2.resident_app,auth.email,auth,"Email field hint",False,Email,Email
x2.resident_app,auth.password_hint_min,auth,"Password field hint with minimum length",False,"Mật khẩu (≥ 8 ký tự)","Password (≥ 8 characters)"
x2.resident_app,auth.otp_sent_to,auth,"Confirmation that OTP was sent to an email (interpolates email)",False,"Đã gửi mã OTP tới {email}","OTP sent to {email}"
x2.resident_app,auth.otp_in_email,auth,"OTP code field hint on the register screen",False,"Mã OTP trong email","OTP from email"
x2.resident_app,auth.get_otp,auth,"Get OTP primary button",False,"Nhận mã OTP","Get OTP"
x2.resident_app,auth.edit_info,auth,"Edit details secondary button",False,"Sửa thông tin","Edit details"
x2.resident_app,auth.optional_parenthetical,auth,"Parenthetical optional marker next to a field label",False,"(không bắt buộc)",(optional)
x2.resident_app,auth.projects_of_interest,auth,"Label for the projects-of-interest picker",False,"Dự án bạn quan tâm","Projects you're interested in"
x2.resident_app,auth.pick_project_placeholder,auth,"Placeholder when no project is selected",False,"Chọn dự án trong danh mục","Choose a project from the catalog"
x2.resident_app,auth.projects_selected,auth,"Count of selected projects (interpolates count)",False,"Đã chọn {count} dự án","{count} projects selected"
x2.resident_app,auth.validation_code_required,auth,"Validation: reset code required",False,"Nhập mã trong email.","Enter the code from the email."
x2.resident_app,auth.validation_new_password_min,auth,"Validation: new password too short",False,"Mật khẩu mới tối thiểu 8 ký tự.","New password must be at least 8 characters."
x2.resident_app,auth.password_reset_success,auth,"Snackbar after successful password reset and sign-in",False,"Đã đặt lại mật khẩu và đăng nhập.","Password reset and signed in."
x2.resident_app,auth.reset_password,auth,"Reset password screen title and primary button",False,"Đặt lại mật khẩu","Reset password"
x2.resident_app,auth.forgot_subtitle,auth,"Forgot-password screen subtitle before the code is sent",False,"Nhập email đã đăng ký để nhận mã xác thực","Enter your registered email to receive a verification code"
x2.resident_app,auth.registered_email,auth,"Registered email field hint",False,"Email đã đăng ký","Registered email"
x2.resident_app,auth.code_in_email,auth,"Code field hint on the forgot-password screen",False,"Mã trong email","Code from email"
x2.resident_app,auth.new_password_hint_min,auth,"New password field hint with minimum length",False,"Mật khẩu mới (≥ 8 ký tự)","New password (≥ 8 characters)"
x2.resident_app,auth.send_verification_code,auth,"Send verification code primary button",False,"Gửi mã xác thực","Send verification code"
x2.resident_app,auth.back_to_sign_in,auth,"Back to sign in secondary button",False,"Quay lại đăng nhập","Back to sign in"
x2.resident_app,auth.why_email_code_title,auth,"Forgot-password benefit card title",False,"Vì sao cần mã qua email?","Why a code by email?"
x2.resident_app,auth.why_email_line1,auth,"Forgot-password benefit line 1",False,"Mã chỉ gửi tới email đã đăng ký với X2-BMS.","The code is only sent to the email registered with X2-BMS."
x2.resident_app,auth.why_email_line2,auth,"Forgot-password benefit line 2",False,"Đặt lại mật khẩu sẽ đăng xuất mọi thiết bị đang đăng nhập.","Resetting the password signs out all logged-in devices."
x2.resident_app,auth.why_email_line3,auth,"Forgot-password benefit line 3",False,"Không chia sẻ mã cho bất kỳ ai.","Never share the code with anyone."
x2.resident_app,auth.unlock_app,auth,"Biometric lock screen default title",False,"Mở khóa ứng dụng","Unlock the app"
x2.resident_app,auth.unlock_failed,auth,"Shown after a failed biometric unlock attempt",False,"Chưa mở khóa được. Vui lòng thử lại.","Couldn't unlock. Please try again."
x2.resident_app,auth.unlock_prompt,auth,"Biometric lock screen prompt",False,"Xác thực để tiếp tục vào X2 Living.","Authenticate to continue to X2 Living."
x2.resident_app,auth.authenticating,auth,"Button label while biometric auth is in flight",False,"Đang xác thực...",Authenticating...
x2.resident_app,auth.unlock,auth,"Unlock primary button",False,"Mở khóa",Unlock
x2.resident_app,auth.use_another_account,auth,"Sign in with another account link on the lock screen",False,"Đăng nhập bằng tài khoản khác","Sign in with another account"
x2.resident_app,settings.color_palette,settings,"Appearance settings: color palette section header",False,"Bảng màu","Color palette"
x2.resident_app,settings.appearance_hint,settings,"Appearance settings: note that theme change is instant and device-local",False,"Đổi màu áp dụng ngay cho toàn bộ ứng dụng và được ghi nhớ trên thiết bị này.","Color changes apply instantly across the whole app and are remembered on this device."
x2.resident_app,settings.preview,settings,"Appearance settings: preview section header",False,"Xem trước",Preview
x2.resident_app,home.member_count,home,"Apartment card: number of household members",False,"{count} người","{count} members"
x2.resident_app,home.my_apartment,home,"Apartment card label",False,"Căn hộ của tôi","My apartment"
x2.resident_app,home.residing,home,"Apartment occupancy status chip",False,"Đang ở",Residing
x2.resident_app,home.debt_due,home,"Debt highlight card title",False,"Công nợ đến hạn","Debt due"
x2.resident_app,home.no_debt,home,"Debt card empty state",False,"Không có công nợ","No outstanding debt"
x2.resident_app,home.weather,home,"Weather card fallback title",False,"Thời tiết",Weather
x2.resident_app,home.updating,home,"Weather card placeholder while loading",False,"Đang cập nhật…",Updating…
x2.resident_app,home.emergency_notice,home,"Emergency banner label",False,"Thông báo khẩn","Emergency notice"
x2.resident_app,home.comment_count,home,"Community post: comment count",False,"{count} bình luận","{count} comments"
x2.resident_app,home.share,home,"Community post share action",False,"Chia sẻ",Share
x2.resident_app,home.tab_placeholder,home,"Placeholder empty state for a not-yet-built tab",False,"Màn ""{label}"" sẽ được dựng ở bước tiếp theo.","The ""{label}"" screen will be built next."
x2.resident_app,home.booking_confirmed,home,"Upcoming booking status: confirmed",False,"Đã xác nhận",Confirmed
x2.resident_app,home.booking_pending,home,"Upcoming booking status: pending approval",False,"Chờ duyệt","Pending approval"
x2.resident_app,home.recent_feedback,home,"Recent feedback section header",False,"Phản ánh gần đây","Recent feedback"
x2.resident_app,home.feedback_new,home,"Feedback status: new",False,Mới,New
x2.resident_app,home.favorite_amenities,home,"Favorite amenities section header",False,"Tiện ích yêu thích","Favorite amenities"
x2.resident_app,home.news_events,home,"News & events section header",False,"Tin tức & sự kiện","News & events"
x2.resident_app,home.polls,home,"Surveys & polls section header",False,"Khảo sát & bình chọn","Surveys & polls"
x2.resident_app,home.vote_count,home,"Poll: total participant votes",False,"{count} lượt bình chọn","{count} votes"
x2.resident_app,home.offers_for_you,home,"Offers section header",False,"Ưu đãi dành cho bạn","Offers for you"
x2.resident_app,home.resident_support,home,"Resident support section header",False,"Hỗ trợ cư dân","Resident support"
x2.resident_app,home.need_help,home,"Support card title",False,"Cần hỗ trợ?","Need help?"
x2.resident_app,home.support_subtitle,home,"Support card subtitle",False,"Gửi yêu cầu tới ban quản lý để được giúp đỡ.","Send a request to management for help."
x2.resident_app,home.rules,home,"Support shortcut: house rules",False,"Nội quy",Rules
x2.resident_app,home.guide,home,"Support shortcut: guide",False,"Hướng dẫn",Guide
x2.resident_app,home.faq,home,"Support shortcut: FAQ",False,"Câu hỏi",FAQ
x2.resident_app,home.weather_advice_storm,home,"Weather advice when thunderstorms",False,"Trời có dông, hạn chế ra ngoài bạn nhé.","Thunderstorms about — best to limit going outside."
x2.resident_app,home.weather_advice_rain,home,"Weather advice when raining",False,"Hôm nay có mưa, nhớ mang theo ô.","Rain today — remember to bring an umbrella."
x2.resident_app,home.weather_advice_fog,home,"Weather advice when foggy",False,"Có sương mù, chú ý khi di chuyển.","Foggy conditions — take care when travelling."
x2.resident_app,home.weather_advice_hot,home,"Weather advice when hot and sunny",False,"Trời nắng nóng {temp}°, nhớ uống đủ nước.","Hot and sunny at {temp}° — stay hydrated."
x2.resident_app,home.weather_advice_clear,home,"Weather advice when clear and pleasant",False,"Trời đẹp {temp}°, chúc bạn một ngày tốt lành!","Lovely at {temp}° — have a great day!"
x2.resident_app,home.weather_advice_cloudy,home,"Weather advice when cloudy",False,"Trời nhiều mây, {temp}° khá dễ chịu.","Cloudy at {temp}° — quite pleasant."
x2.resident_app,home.weather_advice_generic,home,"Weather advice generic fallback",False,"{condition}, {temp}° tại {location}.","{condition}, {temp}° in {location}."
x2.resident_app,notifications.important,notifications,"Notification filter/priority: important",False,"Quan trọng",Important
x2.resident_app,notifications.fee,notifications,"Notification filter: fees",False,Phí,Fees
x2.resident_app,notifications.maintenance,notifications,"Notification filter: maintenance",False,"Bảo trì",Maintenance
x2.resident_app,notifications.pccc,notifications,"Notification filter: fire safety (PCCC)",False,PCCC,"Fire safety"
x2.resident_app,notifications.bql_title,notifications,"Management announcements screen title",False,"Thông báo BQL","Management announcements"
x2.resident_app,notifications.search_hint,notifications,"Notification search field hint",False,"Tìm thông báo…","Search notifications…"
x2.resident_app,notifications.empty_title,notifications,"Notification list empty state title",False,"Không có thông báo","No notifications"
x2.resident_app,notifications.empty_filter_message,notifications,"Notification list empty state message",False,"Chưa có thông báo nào ở bộ lọc này.","No notifications in this filter."
x2.resident_app,notifications.read_all,notifications,"Mark-all-read text button (announcements)",False,"Đã đọc tất cả","Mark all read"
x2.resident_app,notifications.important_group,notifications,"Pinned important group header",False,"Thông báo quan trọng","Important notifications"
x2.resident_app,notifications.view_all_count,notifications,"View-all with count (important group)",False,"Xem tất cả ({count})","View all ({count})"
x2.resident_app,notifications.detail_title,notifications,"Notification detail screen title",False,"Chi tiết thông báo","Notification detail"
x2.resident_app,notifications.load_error_title,notifications,"Notification detail load error title",False,"Không tải được thông báo","Couldn't load notification"
x2.resident_app,notifications.please_retry,notifications,"Generic retry prompt on notification error",False,"Vui lòng thử lại.","Please try again."
x2.resident_app,notifications.kind_fee,notifications,"Notification kind label: fee notice",False,"Thông báo phí","Fee notice"
x2.resident_app,notifications.kind_maintenance,notifications,"Notification kind label: maintenance notice",False,"Thông báo bảo trì","Maintenance notice"
x2.resident_app,notifications.kind_pccc,notifications,"Notification kind label: fire safety notice",False,"Thông báo PCCC","Fire safety notice"
x2.resident_app,notifications.contact_management,notifications,"Detail: contact management button",False,"Liên hệ Ban quản lý","Contact management"
x2.resident_app,notifications.ack_failed,notifications,"Acknowledge failure snackbar",False,"Không gửi được xác nhận. Vui lòng thử lại.","Couldn't send acknowledgement. Please try again."
x2.resident_app,notifications.ack_confirmed,notifications,"Acknowledge confirmed card message",False,"Bạn đã xác nhận tiếp nhận thông báo này.","You have acknowledged this notification."
x2.resident_app,notifications.ack_required_title,notifications,"Acknowledge-required card title",False,"Thông báo khẩn cần xác nhận","Emergency notice needs acknowledgement"
x2.resident_app,notifications.ack_required_body,notifications,"Acknowledge-required card body",False,"Vui lòng xác nhận bạn đã đọc và tiếp nhận nội dung này.","Please confirm you have read and received this content."
x2.resident_app,notifications.ack_button,notifications,"Acknowledge button",False,"Tôi đã tiếp nhận","I acknowledge"
x2.resident_app,notifications.comments_count,notifications,"Comments section header with count",False,"Bình luận ({count})","Comments ({count})"
x2.resident_app,notifications.replying_to,notifications,"Replying-to banner",False,"Đang trả lời {name}","Replying to {name}"
x2.resident_app,notifications.write_comment_hint,notifications,"Comment input hint",False,"Viết bình luận…","Write a comment…"
x2.resident_app,notifications.write_reply_hint,notifications,"Reply input hint",False,"Viết trả lời…","Write a reply…"
x2.resident_app,notifications.no_comments,notifications,"Comments empty state",False,"Chưa có bình luận. Hãy là người đầu tiên!","No comments yet. Be the first!"
x2.resident_app,notifications.author_staff,notifications,"Comment author badge: management staff",False,BQL,Management
x2.resident_app,notifications.author_you,notifications,"Comment author badge: current user",False,Bạn,You
x2.resident_app,notifications.unread_count_banner,notifications,"Unified inbox unread-count banner (count kept as {count})",False,"Bạn có {count} thông báo chưa đọc","You have {count} unread notifications"
x2.resident_app,notifications.mark_read,notifications,"Unified inbox mark-as-read action",False,"Đánh dấu đã đọc","Mark as read"
x2.resident_app,feedback.status_new,feedback,"Feedback status: new",False,Mới,New
x2.resident_app,feedback.priority_low,feedback,"Feedback priority: low",False,Thấp,Low
x2.resident_app,feedback.priority_normal,feedback,"Feedback priority: normal",False,"Bình thường",Normal
x2.resident_app,feedback.priority_high,feedback,"Feedback priority: high",False,Cao,High
x2.resident_app,feedback.priority_urgent,feedback,"Feedback priority: urgent",False,"Khẩn cấp",Urgent
x2.resident_app,feedback.load_list_failed,feedback,"Error title when feedback list fails to load",False,"Không tải được phản ánh","Couldn't load feedback"
x2.resident_app,feedback.please_try_again,feedback,"Generic retry message on feedback error states",False,"Vui lòng thử lại.","Please try again."
x2.resident_app,feedback.empty_title,feedback,"Empty state title for feedback list",False,"Chưa có phản ánh","No feedback yet"
x2.resident_app,feedback.empty_message,feedback,"Empty state message for feedback list",False,"Gửi phản ánh để Ban quản lý hỗ trợ bạn.","Submit feedback so the management team can assist you."
x2.resident_app,feedback.code,feedback,"Feedback ticket code label with value",False,"Mã: {code}","Code: {code}"
x2.resident_app,feedback.sla_due,feedback,"SLA due time label with value",False,"Hạn xử lý: {time}","Due: {time}"
x2.resident_app,feedback.detail_title,feedback,"Feedback detail screen title",False,"Chi tiết phản ánh","Feedback detail"
x2.resident_app,feedback.load_detail_failed,feedback,"Error title when feedback detail fails to load",False,"Không tải được chi tiết","Couldn't load details"
x2.resident_app,feedback.edit,feedback,"Edit feedback button/title",False,"Sửa phản ánh","Edit feedback"
x2.resident_app,feedback.priority_prefix,feedback,"Priority chip prefix with value",False,"Ưu tiên: {priority}","Priority: {priority}"
x2.resident_app,feedback.rating_label,feedback,"Rating row label before stars",False,"Đánh giá:",Rating:
x2.resident_app,feedback.max_images,feedback,"Snackbar when attaching more than the max images",False,"Chỉ đính kèm tối đa {count} ảnh.","You can attach up to {count} photos."
x2.resident_app,feedback.updated,feedback,"Snackbar after updating feedback",False,"Đã cập nhật phản ánh","Feedback updated"
x2.resident_app,feedback.submitted,feedback,"Snackbar after submitting feedback",False,"Đã gửi phản ánh","Feedback submitted"
x2.resident_app,feedback.category_label,feedback,"Category section label in create form",False,"Danh mục",Category
x2.resident_app,feedback.title_required,feedback,"Validator when title is empty",False,"Nhập tiêu đề","Enter a title"
x2.resident_app,feedback.description_label,feedback,"Description field label in create form",False,"Mô tả chi tiết","Detailed description"
x2.resident_app,feedback.description_required,feedback,"Validator when description is empty",False,"Nhập mô tả","Enter a description"
x2.resident_app,feedback.priority_section,feedback,"Priority section label in create form",False,"Mức ưu tiên","Priority level"
x2.resident_app,feedback.photos,feedback,"Attached photos section label",False,"Ảnh đính kèm","Attached photos"
x2.resident_app,feedback.edit_photos_hint,feedback,"Hint under photos when editing feedback",False,"Ảnh mới sẽ được thêm vào phản ánh.","New photos will be added to this feedback."
x2.resident_app,feedback.sla_notice,feedback,"Notice about SLA handling under the form",False,"Ban quản lý sẽ tiếp nhận và xử lý theo SLA của dự án.","The management team will receive and handle this according to the project's SLA."
x2.resident_app,feedback.saving,feedback,"Submit button label while saving edits",False,"Đang lưu…",Saving…
x2.resident_app,feedback.submitting,feedback,"Submit button label while submitting",False,"Đang gửi…",Submitting…
x2.resident_app,feedback.save_changes,feedback,"Submit button label in edit mode",False,"Lưu thay đổi","Save changes"
x2.resident_app,interaction.title,interaction,"Interaction center screen title",False,"Trung tâm tương tác","Interaction center"
x2.resident_app,interaction.detail_title,interaction,"Interaction detail screen title",False,"Chi tiết phiếu","Ticket detail"
x2.resident_app,interaction.type_service_request,interaction,"Ticket type: service request",False,"Yêu cầu dịch vụ","Service request"
x2.resident_app,interaction.type_payment_confirmation,interaction,"Ticket type: payment confirmation (abbreviated)",False,"Xác nhận TT","Payment confirmation"
x2.resident_app,interaction.type_support_suggestion,interaction,"Ticket type: support & suggestions",False,"Góp ý hỗ trợ","Support & suggestions"
x2.resident_app,interaction.type_ticket,interaction,"Generic ticket type fallback label",False,Phiếu,Ticket
x2.resident_app,interaction.subtype_vehicle_card,interaction,"Service request subtype: vehicle card",False,"Thẻ xe","Vehicle card"
x2.resident_app,interaction.search_hint,interaction,"Search field hint in interaction center",False,"Tìm mã phiếu, tiêu đề, từ khóa…","Search ticket code, title, keyword…"
x2.resident_app,interaction.load_list_failed,interaction,"Error title when interaction list fails to load",False,"Không tải được danh sách","Couldn't load the list"
x2.resident_app,interaction.please_try_again,interaction,"Generic retry message on interaction error states",False,"Vui lòng thử lại.","Please try again."
x2.resident_app,interaction.empty_title,interaction,"Empty state title for interaction list",False,"Chưa có phiếu nào","No tickets yet"
x2.resident_app,interaction.empty_message,interaction,"Empty state message for interaction list",False,"Các phiếu bạn gửi Ban Quản Lý sẽ hiện ở đây.","Tickets you send to the management team will appear here."
x2.resident_app,interaction.create_ticket,interaction,"Create ticket button label",False,"Tạo phiếu","Create ticket"
x2.resident_app,interaction.create_ticket_title,interaction,"Create ticket bottom sheet title",False,"Tạo phiếu mới","Create a new ticket"
x2.resident_app,interaction.ticket_copied,interaction,"Snackbar after copying ticket code",False,"Đã sao chép mã phiếu","Ticket code copied"
x2.resident_app,interaction.rate,interaction,"Rate action label",False,"Đánh giá",Rate
x2.resident_app,interaction.cancel_ticket,interaction,"Cancel ticket action label",False,"Hủy phiếu","Cancel ticket"
x2.resident_app,interaction.created_date,interaction,"Meta row label for created date",False,"Ngày tạo",Created
x2.resident_app,interaction.last_update,interaction,"Meta row label for last update",False,"Cập nhật gần nhất","Last updated"
x2.resident_app,interaction.sla,interaction,"Meta row label for SLA",False,SLA,SLA
x2.resident_app,interaction.amount,interaction,"Meta row label for amount",False,"Số tiền",Amount
x2.resident_app,interaction.cancel_confirm_title,interaction,"Cancel confirmation dialog title",False,"Hủy phiếu?","Cancel ticket?"
x2.resident_app,interaction.cancel_confirm_message,interaction,"Cancel confirmation dialog message",False,"Bạn chắc chắn muốn hủy phiếu này? Thao tác không thể hoàn tác.","Are you sure you want to cancel this ticket? This action cannot be undone."
x2.resident_app,interaction.ticket_cancelled,interaction,"Snackbar after cancelling a ticket",False,"Đã hủy phiếu","Ticket cancelled"
x2.resident_app,interaction.rating_thanks,interaction,"Snackbar after submitting a rating",False,"Cảm ơn bạn đã đánh giá!","Thank you for your rating!"
x2.resident_app,interaction.rate_dialog_title,interaction,"Rating dialog title",False,"Đánh giá xử lý","Rate the handling"
x2.resident_app,interaction.rate_question,interaction,"Rating dialog question",False,"Bạn hài lòng mức nào với cách xử lý?","How satisfied are you with how this was handled?"
x2.resident_app,interaction.rate_comment_hint,interaction,"Rating dialog optional comment hint",False,"Nhận xét thêm (tuỳ chọn)…","Additional comments (optional)…"
x2.resident_app,interaction.rate_later,interaction,"Rating dialog dismiss button",False,"Để sau",Later
x2.resident_app,interaction.rate_submit,interaction,"Rating dialog submit button",False,"Gửi đánh giá","Submit rating"
x2.resident_app,interaction.status_new,interaction,"Ticket status filter: new",False,Mới,New
x2.resident_app,interaction.status_waiting_resident,interaction,"Ticket status filter: awaiting resident",False,"Chờ cư dân","Awaiting resident"
x2.resident_app,interaction.sort_latest,interaction,"Sort option: latest",False,"Mới nhất",Latest
x2.resident_app,interaction.sort_sla,interaction,"Sort option: SLA due soon",False,"SLA gần hết","SLA due soon"
x2.resident_app,interaction.sort_comments,interaction,"Sort option: most comments",False,"Nhiều bình luận","Most comments"
x2.resident_app,interaction.advanced_filter,interaction,"Advanced filter sheet title",False,"Bộ lọc nâng cao","Advanced filters"
x2.resident_app,interaction.keyword,interaction,"Keyword filter label",False,"Từ khóa",Keyword
x2.resident_app,interaction.keyword_hint,interaction,"Keyword filter field hint",False,"Mã phiếu, tiêu đề, nội dung...","Ticket code, title, content..."
x2.resident_app,interaction.time_range,interaction,"Time range filter label",False,"Thời gian",Time
x2.resident_app,interaction.ticket_type,interaction,"Ticket type filter label",False,"Loại phiếu","Ticket type"
x2.resident_app,interaction.sort,interaction,"Sort filter label",False,"Sắp xếp",Sort
x2.resident_app,interaction.reset,interaction,"Reset filters button",False,"Đặt lại",Reset
x2.resident_app,interaction.last_7_days,interaction,"Quick time range: last 7 days",False,"7 ngày","7 days"
x2.resident_app,interaction.last_30_days,interaction,"Quick time range: last 30 days",False,"30 ngày","30 days"
x2.resident_app,interaction.discussion_load_failed,interaction,"Error when the ticket conversation fails to load",False,"Chưa tải được nội dung trao đổi. Vui lòng thử lại.","Couldn't load the conversation. Please try again."
x2.resident_app,interaction.no_discussion,interaction,"Empty conversation message on a ticket",False,"Chưa có trao đổi nào cho phiếu này.","No messages yet for this ticket."
x2.resident_app,community.management,community,"Author label for management/staff in a comment",False,"Ban quản lý","Management team"
x2.resident_app,community.you,community,"Author label for the current user in a comment",False,Bạn,You
x2.resident_app,community.discussion,community,"Discussion/conversation section header",False,"Trao đổi",Discussion
x2.resident_app,community.discuss_with_management,community,"Discussion section header with management",False,"Trao đổi với Ban quản lý","Discuss with the management team"
x2.resident_app,community.discuss_with_bql,community,"Comment sheet default title",False,"Trao đổi với BQL","Discuss with management"
x2.resident_app,community.no_discussion_prompt,community,"Prompt when a feedback thread has no messages",False,"Chưa có trao đổi. Gửi câu hỏi cho Ban quản lý bên dưới.","No messages yet. Ask the management team a question below."
x2.resident_app,community.enter_message,community,"Short composer hint",False,"Nhập trao đổi…","Type a message…"
x2.resident_app,community.composer_hint,community,"Comment composer hint",False,"Nhập nội dung trao đổi…","Type your message…"
x2.resident_app,community.comment_hint_management,community,"Comment composer hint for messages to management",False,"Nhập bình luận gửi Ban quản lý…","Write a comment to the management team…"
x2.resident_app,community.photo_sent,community,"Placeholder body when a comment only has photos",False,"(đã gửi ảnh)","(photo sent)"
x2.resident_app,community.max_attachments,community,"Snackbar when exceeding per-comment photo limit",False,"Mỗi bình luận đính tối đa {count} ảnh.","Each comment can attach up to {count} photos."
x2.resident_app,community.upload_all_failed,community,"Snackbar when all photo uploads fail",False,"Không tải được ảnh lên.","Couldn't upload the photos."
x2.resident_app,community.upload_some_failed,community,"Snackbar when some photo uploads fail",False,"Có {count} ảnh không tải lên được.","{count} photos couldn't be uploaded."
x2.resident_app,community.load_replies_failed,community,"Snackbar when replies fail to load",False,"Không tải được trả lời. Vui lòng thử lại.","Couldn't load replies. Please try again."
x2.resident_app,community.send_failed,community,"Snackbar when sending a comment fails",False,"Không gửi được. Vui lòng thử lại.","Couldn't send. Please try again."
x2.resident_app,community.load_failed,community,"Error title when comments fail to load",False,"Không tải được","Couldn't load"
x2.resident_app,community.please_try_again,community,"Generic retry message on comment error states",False,"Vui lòng thử lại.","Please try again."
x2.resident_app,community.empty_discussion_title,community,"Empty state title for comments",False,"Chưa có trao đổi","No messages yet"
x2.resident_app,community.empty_discussion_message,community,"Empty state message for comments on a ticket",False,"Gửi câu hỏi để BQL hỗ trợ bạn trên phiếu này.","Ask a question so management can assist you on this ticket."
x2.resident_app,community.loading_replies,community,"Loading indicator label for replies",False,"Đang tải trả lời…","Loading replies…"
x2.resident_app,community.view_replies,community,"Toggle to load replies with count",False,"Xem {count} trả lời","View {count} replies"
x2.resident_app,community.showing_replies,community,"Toggle showing loaded replies out of total",False,"Đang hiện {shown}/{total} trả lời — xem thêm","Showing {shown}/{total} replies — show more"
x2.resident_app,community.moderate,community,"Moderation menu tooltip",False,"Kiểm duyệt",Moderate
x2.resident_app,community.hide_comment,community,"Moderation action: hide comment",False,"Ẩn bình luận","Hide comment"
x2.resident_app,community.delete_comment,community,"Moderation action: delete comment",False,"Xoá bình luận","Delete comment"
x2.resident_app,community.replying_to,community,"Composer banner when replying to someone",False,"Đang trả lời {name}","Replying to {name}"
x2.resident_app,amenity.tab_amenities,amenity,"Segmented tab label for the amenities list",False,"Tiện ích",Amenities
x2.resident_app,amenity.my_bookings,amenity,"Segmented tab label for the resident's own bookings",False,"Lịch đặt của tôi","My bookings"
x2.resident_app,amenity.load_failed,amenity,"Error title when the amenities list fails to load",False,"Không tải được tiện ích","Couldn't load amenities"
x2.resident_app,amenity.try_again,amenity,"Generic retry hint under an error state",False,"Vui lòng thử lại.","Please try again."
x2.resident_app,amenity.empty_title,amenity,"Empty-state title when there are no amenities",False,"Chưa có tiện ích","No amenities yet"
x2.resident_app,amenity.empty_message,amenity,"Empty-state message when there are no amenities",False,"Chưa có tiện ích để đặt.","There are no amenities to book."
x2.resident_app,amenity.requires_approval,amenity,"Chip shown when an amenity booking needs approval",False,"Cần duyệt","Approval required"
x2.resident_app,amenity.total_bookings_today_semantic,amenity,"Accessibility label for total bookings today",False,"Tổng lượt đặt hôm nay: {count}","Total bookings today: {count}"
x2.resident_app,amenity.my_total_bookings_semantic,amenity,"Accessibility label for the resident's all-time bookings",False,"Bạn đã đặt tổng cộng {count} lượt","You have booked {count} times in total"
x2.resident_app,amenity.full_today,amenity,"CTA/state when the amenity is fully booked today",False,"Hết chỗ hôm nay","Fully booked today"
x2.resident_app,amenity.your_booking_today_semantic,amenity,"Accessibility label for today's booking CTA",False,"Bạn đặt hôm nay: {label}","Your booking today: {label}"
x2.resident_app,amenity.bookings_load_failed,amenity,"Error title when the bookings list fails to load",False,"Không tải được lịch đặt","Couldn't load bookings"
x2.resident_app,amenity.bookings_empty_title,amenity,"Empty-state title when the resident has no bookings",False,"Chưa có lịch đặt","No bookings yet"
x2.resident_app,amenity.bookings_empty_message,amenity,"Empty-state message when the resident has no bookings",False,"Đặt một tiện ích để xem lịch ở đây.","Book an amenity to see it here."
x2.resident_app,amenity.cancel_booking_confirm_title,amenity,"Confirm dialog title for cancelling a booking",False,"Huỷ lịch đặt?","Cancel booking?"
x2.resident_app,amenity.cancel_booking_confirm_message,amenity,"Confirm dialog message for cancelling a booking",False,"Huỷ lịch đặt {name}?","Cancel your booking for {name}?"
x2.resident_app,amenity.cancel,amenity,"Cancel button in the cancel-booking dialog",False,Huỷ,Cancel
